"exp";"alg";"sco";"best";"iter";"mean";"median";"sd"
"13";"hc";"bds";"5";"28";"4.97";"5";"0.15"
"13";"tabu";"k2";"5";"13";"4.97";"4.99";"0.08"
"13";"tabu";"aic";"5";"24";"4.96";"5";"0.14"
"13";"tabu";"bic";"5";"28";"4.97";"5";"0.13"
"13";"tabu";"bds";"5";"39";"4.97";"5";"0.14"
"14";"hc";"k2";"5";"2";"4.88";"4.91";"0.14"
"14";"hc";"aic";"5";"22";"4.97";"5";"0.11"
"14";"hc";"bic";"5";"29";"4.97";"5";"0.13"
"14";"hc";"bds";"5";"38";"4.97";"5";"0.13"
"14";"tabu";"k2";"5";"20";"4.97";"5";"0.12"
"14";"tabu";"aic";"5";"23";"4.97";"5";"0.11"
"14";"tabu";"bic";"5";"30";"4.97";"5";"0.12"
"14";"tabu";"bds";"5";"28";"4.97";"5";"0.13"
"15";"hc";"k2";"5";"1";"4.85";"4.87";"0.11"
"15";"hc";"aic";"5";"35";"4.97";"5";"0.14"
"15";"hc";"bic";"5";"26";"4.97";"5";"0.13"
"15";"hc";"bds";"5";"32";"4.97";"5";"0.16"
"15";"tabu";"k2";"5";"14";"4.96";"4.99";"0.12"
"15";"tabu";"aic";"5";"27";"4.97";"5";"0.12"
"15";"tabu";"bic";"5";"39";"4.97";"5";"0.1"
"15";"tabu";"bds";"5";"24";"4.97";"5";"0.1"
"16";"hc";"k2";"5";"16";"4.96";"4.99";"0.14"
"16";"hc";"aic";"5";"19";"4.97";"5";"0.12"
"16";"hc";"bic";"5";"23";"4.97";"5";"0.13"
"16";"hc";"bds";"5";"30";"4.97";"5";"0.13"
"16";"tabu";"k2";"5";"9";"4.95";"4.98";"0.12"
"16";"tabu";"aic";"5";"26";"4.97";"5";"0.15"
"16";"tabu";"bic";"5";"39";"4.96";"5";"0.14"
"16";"tabu";"bds";"5";"26";"4.97";"5";"0.12"
"17";"hc";"k2";"5";"19";"4.96";"5";"0.15"
"17";"hc";"aic";"5";"27";"4.97";"5";"0.11"
"17";"hc";"bic";"5";"30";"4.97";"5";"0.14"
"17";"hc";"bds";"5";"22";"4.96";"5";"0.14"
"17";"tabu";"k2";"5";"15";"4.96";"4.99";"0.13"
"17";"tabu";"aic";"5";"22";"4.98";"5";"0.09"
"17";"tabu";"bic";"5";"35";"4.97";"5";"0.11"
"17";"tabu";"bds";"5";"32";"4.97";"5";"0.13"
"18";"hc";"k2";"5";"4";"4.92";"4.94";"0.11"
"18";"hc";"aic";"5";"33";"4.97";"5";"0.12"
"18";"hc";"bic";"5";"33";"4.98";"5";"0.09"
"18";"hc";"bds";"5";"29";"4.97";"5";"0.1"
"18";"tabu";"k2";"5";"6";"4.94";"4.96";"0.13"
"18";"tabu";"aic";"5";"24";"4.97";"5";"0.1"
"18";"tabu";"bic";"5";"28";"4.98";"5";"0.11"
"18";"tabu";"bds";"5";"23";"4.97";"5";"0.09"
"19";"hc";"k2";"5";"3";"4.89";"4.92";"0.14"
"19";"hc";"aic";"5";"21";"4.97";"5";"0.15"
"19";"hc";"bic";"5";"38";"4.97";"5";"0.1"
"19";"hc";"bds";"5";"27";"4.96";"5";"0.16"
"19";"tabu";"k2";"5";"11";"4.95";"4.98";"0.12"
"19";"tabu";"aic";"5";"18";"4.97";"5";"0.14"
"19";"tabu";"bic";"5";"31";"4.97";"5";"0.12"
"19";"tabu";"bds";"5";"20";"4.97";"5";"0.13"
"20";"hc";"k2";"5";"14";"4.96";"4.99";"0.14"
"20";"hc";"aic";"5";"41";"4.97";"5";"0.1"
"20";"hc";"bic";"5";"29";"4.97";"5";"0.11"
"20";"hc";"bds";"5";"17";"4.97";"4.99";"0.12"
"20";"tabu";"k2";"5";"18";"4.97";"5";"0.11"
"20";"tabu";"aic";"5";"25";"4.97";"5";"0.13"
"20";"tabu";"bic";"5";"29";"4.97";"5";"0.1"
"20";"tabu";"bds";"5";"26";"4.97";"5";"0.12"
